,movie_name,production_year,production_budget,revenue,profit,genre,rating,sequel,creative_type,source
182,I Think I Love My Wife,2007,14000000,13205411,-794589,Romantic Comedy,R,0.0,Contemporary Fiction,Remake
188,Why Did I Get Married?,2007,15000000,55934178,40934178,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Based on Play
195,The Good Night,2007,15000000,22441,-14977559,Romantic Comedy,R,0.0,Contemporary Fiction,Original Screenplay
201,Becoming Jane,2007,16500000,39380876,22880876,Romantic Comedy,PG,0.0,Dramatization,Based on Real Life Events
233,Good Luck Chuck,2007,25000000,59183821,34183821,Romantic Comedy,R,0.0,Contemporary Fiction,Original Screenplay
241,Knocked Up,2007,27500000,219265952,191765952,Romantic Comedy,R,0.0,Contemporary Fiction,Original Screenplay
245,No Reservations,2007,28000000,91943956,63943956,Romantic Comedy,PG,0.0,Contemporary Fiction,Remake
247,P.S. I Love You,2007,30000000,155769678,125769678,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
259,License to Wed,2007,35000000,70187088,35187088,Romantic Comedy,PG,0.0,Contemporary Fiction,Original Screenplay
294,Enchanted,2007,85000000,340384141,255384141,Romantic Comedy,PG,0.0,Fantasy,Original Screenplay
363,Ghost Town,2008,20000000,29958228,9958228,Romantic Comedy,PG-13,0.0,Fantasy,Original Screenplay
414,27 Dresses,2008,30000000,160247805,130247805,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Original Screenplay
420,What Happens in Vegas...,2008,35000000,218535708,183535708,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Original Screenplay
435,Made of Honor,2008,40000000,106548738,66548738,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Original Screenplay
456,Leatherheads,2008,58000000,41348628,-16651372,Romantic Comedy,PG-13,0.0,Historical Fiction,Original Screenplay
503,The Good Guy,2009,10000000,106460,-9893540,Romantic Comedy,R,0.0,Contemporary Fiction,Original Screenplay
512,Just Wright,2009,12000000,21867665,9867665,Romantic Comedy,PG,0.0,Contemporary Fiction,Original Screenplay
528,Easy Virtue,2009,14000000,20537741,6537741,Romantic Comedy,PG-13,0.0,Historical Fiction,Based on Play
530,Post Grad,2009,15000000,6563402,-8436598,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Original Screenplay
535,All About Steve,2009,15000000,40127259,25127259,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Original Screenplay
536,Whatever Works,2009,15000000,35106706,20106706,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Original Screenplay
542,My Life in Ruins,2009,17000000,20477425,3477425,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Original Screenplay
555,Leap Year,2009,19000000,32618920,13618920,Romantic Comedy,PG,0.0,Contemporary Fiction,Original Screenplay
608,The Back-up Plan,2009,35000000,75281179,40281179,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Original Screenplay
616,The Ugly Truth,2009,38000000,205298907,167298907,Romantic Comedy,R,0.0,Contemporary Fiction,Original Screenplay
620,The Proposal,2009,40000000,314709717,274709717,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Original Screenplay
621,He's Just Not That Into You,2009,40000000,181053657,141053657,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
645,Valentine's Day,2009,52000000,217569328,165569328,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Original Screenplay
650,Did You Hear About the Morgans?,2009,58000000,80480566,22480566,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Original Screenplay
670,It’s Complicated,2009,85000000,224614744,139614744,Romantic Comedy,R,0.0,Contemporary Fiction,Original Screenplay
710,Housefull,2010,10100000,18726300,8626300,Romantic Comedy,Not Rated,0.0,Contemporary Fiction,Original Screenplay
718,A Little Bit of Heaven,2010,12500000,1100287,-11399713,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Original Screenplay
726,Flipped,2010,14000000,4289993,-9710007,Romantic Comedy,PG,0.0,Historical Fiction,Based on Fiction Book/Short Story
750,The Switch,2010,19000000,49858465,30858465,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Original Screenplay
754,Monte Carlo,2010,20000000,39686769,19686769,Romantic Comedy,PG,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
767,She's Out of My League,2010,20000000,48680977,28680977,Romantic Comedy,R,0.0,Contemporary Fiction,Original Screenplay
769,What's Your Number?,2010,20000000,30163785,10163785,Romantic Comedy,R,0.0,Contemporary Fiction,Original Screenplay
787,No Strings Attached,2010,25000000,149228078,124228078,Romantic Comedy,R,0.0,Contemporary Fiction,Original Screenplay
795,Larry Crowne,2010,30000000,61449135,31449135,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Original Screenplay
802,Midnight in Paris,2010,30000000,162502774,132502774,Romantic Comedy,PG-13,0.0,Fantasy,Original Screenplay
809,Going the Distance,2010,32000000,43603990,11603990,Romantic Comedy,R,0.0,Contemporary Fiction,Original Screenplay
817,Something Borrowed,2010,35000000,65084116,30084116,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
829,Life as We Know It,2010,38000000,105887837,67887837,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Original Screenplay
846,The Bounty Hunter,2010,45000000,135808837,90808837,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Original Screenplay
859,Upside Down,2010,50000000,26387039,-23612961,Romantic Comedy,PG-13,0.0,Science Fiction,Original Screenplay
883,Just Go With It,2010,80000000,214974953,134974953,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Original Screenplay
887,Zookeeper,2010,80000000,170805525,90805525,Romantic Comedy,PG,0.0,Fantasy,Original Screenplay
906,How Do You Know?,2010,120000000,49628177,-70371823,Romantic Comedy,R,0.0,Contemporary Fiction,Original Screenplay
959,Vamps,2011,16000000,94812,-15905188,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Original Screenplay
984,New Year’s Eve,2011,26000000,146850273,120850273,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Original Screenplay
996,Hope Springs,2011,30000000,133085295,103085295,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Original Screenplay
998,The Five-Year Engagement,2011,30000000,61623819,31623819,Romantic Comedy,R,0.0,Contemporary Fiction,Original Screenplay
1000,The Big Wedding,2011,32500000,48425971,15925971,Romantic Comedy,R,0.0,Contemporary Fiction,Remake
1008,Friends with Benefits,2011,35000000,146595891,111595891,Romantic Comedy,R,0.0,Contemporary Fiction,Original Screenplay
1045,This Means War,2011,65000000,156974557,91974557,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Original Screenplay
1118,Peeples,2012,11000000,9307166,-1692834,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Original Screenplay
1119,Think Like a Man,2012,12000000,113373764,101373764,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Based on Factual Book/Article
1123,Admission,2012,13000000,18733666,5733666,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Original Screenplay
1143,To Rome with Love,2012,21500000,74326015,52826015,Romantic Comedy,R,0.0,Contemporary Fiction,Original Screenplay
1152,Warm Bodies,2012,30000000,115121608,85121608,Romantic Comedy,PG-13,0.0,Fantasy,Based on Fiction Book/Short Story
1160,What to Expect When You're Expecting,2012,37500000,88473016,50973016,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Based on Factual Book/Article
1220,About Time,2013,12000000,89309178,77309178,Romantic Comedy,R,0.0,Science Fiction,Original Screenplay
1352,About Last Night,2014,13000000,50445860,37445860,Romantic Comedy,R,0.0,Contemporary Fiction,Based on Play
1383,The Hundred-Foot Journey,2014,22000000,94270488,72270488,Romantic Comedy,PG,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1386,Think Like a Man Too,2014,24000000,70027933,46027933,Romantic Comedy,PG-13,1.0,Contemporary Fiction,Based on Factual Book/Article
1422,Blended,2014,45000000,127990741,82990741,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Original Screenplay
1571,How to be Single,2015,37000000,100003780,63003780,Romantic Comedy,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1606,Focus,2015,65000000,168065700,103065700,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Original Screenplay
1662,Home Again,2016,15000000,37336874,22336874,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Original Screenplay
1689,Mother’s Day,2016,25000000,52367022,27367022,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Original Screenplay
1691,Rules Don’t Apply,2016,26700000,3871448,-22828552,Romantic Comedy,PG-13,0.0,Historical Fiction,Based on Fiction Book/Short Story
1702,Bridget Jones’s Baby,2016,35000000,205822688,170822688,Romantic Comedy,R,1.0,Contemporary Fiction,Based on Fiction Book/Short Story
1731,Mei Ren Yu,2016,60720000,554516671,493796671,Romantic Comedy,R,0.0,Science Fiction,Original Screenplay
1790,Overboard,2017,12000000,85369830,73369830,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Remake
1907,Crazy Rich Asians,2018,30000000,238099711,208099711,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1908,Isn’t it Romantic,2018,31000000,41435501,10435501,Romantic Comedy,PG-13,0.0,Contemporary Fiction,Original Screenplay
