,movie_name,production_year,production_budget,revenue,profit,genre,rating,sequel,creative_type,source
1464,Big Hero 6,2014,165000000,652127828,487127828,Adventure,PG,0.0,Super Hero,Original Screenplay
1465,Interstellar,2014,165000000,666379375,501379375,Adventure,PG-13,0.0,Science Fiction,Original Screenplay
1468,Dawn of the Planet of the Apes,2014,170000000,710644566,540644566,Adventure,PG-13,1.0,Science Fiction,Remake
1469,Tomorrowland,2014,170000000,206627518,36627518,Adventure,PG,0.0,Science Fiction,Original Screenplay
1470,Inside Out,2014,175000000,854235992,679235992,Adventure,PG,0.0,Kids Fiction,Original Screenplay
1472,The Good Dinosaur,2014,187500000,333771037,146271037,Adventure,PG,0.0,Kids Fiction,Original Screenplay
1476,The Hobbit: The Battle of the Five Armies,2014,250000000,945577621,695577621,Adventure,PG-13,1.0,Fantasy,Based on Fiction Book/Short Story
1501,Robinson Crusoe,2015,13000000,42446455,29446455,Adventure,PG,0.0,Kids Fiction,Original Screenplay
1516,Norm of the North,2015,18000000,30535660,12535660,Adventure,PG,0.0,Kids Fiction,Original Screenplay
1531,Max,2015,20000000,43658157,23658157,Adventure,PG,0.0,Contemporary Fiction,Original Screenplay
1538,Shaun the Sheep,2015,25000000,101925161,76925161,Adventure,PG,0.0,Kids Fiction,Spin-Off
1551,Savva. Serdtse voyna,2015,30000000,4847112,-25152888,Adventure,,0.0,Kids Fiction,Original Screenplay
1562,The Lovers,2015,35000000,53899,-34946101,Adventure,PG-13,0.0,Historical Fiction,Original Screenplay
1572,Paul Blart: Mall Cop 2,2015,38000000,107650646,69650646,Adventure,PG,1.0,Contemporary Fiction,Original Screenplay
1582,Pourquoi j'ai pas mangé mon père,2015,42000000,15451663,-26548337,Adventure,,0.0,Kids Fiction,Based on Fiction Book/Short Story
1594,Zhuo yao ji,2015,56000000,359495591,303495591,Adventure,Not Rated,0.0,Fantasy,Original Screenplay
1597,Mortdecai,2015,60000000,30396134,-29603866,Adventure,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1607,The Angry Birds Movie,2015,73000000,352327887,279327887,Adventure,PG,0.0,Kids Fiction,Based on Game
1608,The Secret Life of Pets,2015,75000000,886767422,811767422,Adventure,PG,0.0,Kids Fiction,Original Screenplay
1610,The Little Prince,2015,77500000,102028919,24528919,Adventure,PG,0.0,Kids Fiction,Based on Fiction Book/Short Story
1612,Hotel Transylvania 2,2015,80000000,469500298,389500298,Adventure,PG,1.0,Kids Fiction,Original Screenplay
1614,The Peanuts Movie,2015,99000000,250091610,151091610,Adventure,G,0.0,Kids Fiction,Based on Comic/Graphic Novel
1620,Monster Trucks,2015,125000000,61642798,-63357202,Adventure,PG-13,0.0,Science Fiction,Original Screenplay
1622,The Revenant,2015,135000000,532938302,397938302,Adventure,R,0.0,Dramatization,Based on Fiction Book/Short Story
1623,Teenage Mutant Ninja Turtles: Out of the Shadows,2015,135000000,245328374,110328374,Adventure,PG-13,1.0,Super Hero,Based on Comic/Graphic Novel
1624,Kung Fu Panda 3,2015,140000000,517599142,377599142,Adventure,PG,1.0,Kids Fiction,Original Screenplay
1625,Gods of Egypt,2015,140000000,138836756,-1163244,Adventure,PG-13,0.0,Fantasy,Original Screenplay
1627,Zootopia,2015,150000000,1019704348,869704348,Adventure,PG,0.0,Kids Fiction,Original Screenplay
1628,Pan,2015,150000000,151525973,1525973,Adventure,PG,0.0,Fantasy,Based on Fiction Book/Short Story
1634,The Jungle Book,2015,175000000,962854547,787854547,Adventure,PG,0.0,Fantasy,Based on Fiction Book/Short Story
1636,The Legend of Tarzan,2015,180000000,348902025,168902025,Adventure,PG-13,0.0,Historical Fiction,Based on Fiction Book/Short Story
1637,Finding Dory,2015,200000000,1021215193,821215193,Adventure,PG,1.0,Kids Fiction,Original Screenplay
1641,Star Wars Ep. VII: The Force Awakens,2015,306000000,2053311220,1747311220,Adventure,PG-13,1.0,Science Fiction,Original Screenplay
1643,Kicks,2016,10000000,150191,-9849809,Adventure,R,0.0,Contemporary Fiction,Original Screenplay
1670,Ratchet and Clank,2016,20000000,14365639,-5634361,Adventure,PG,0.0,Kids Fiction,Based on Game
1680,Diary of a Wimpy Kid: The Long Haul,2016,22000000,35609577,13609577,Adventure,PG,1.0,Contemporary Fiction,Based on Fiction Book/Short Story
1694,Ballerina,2016,30000000,96906440,66906440,Adventure,PG,0.0,Kids Fiction,Original Screenplay
1697,Bilal: A New Breed of Hero,2016,30000000,648599,-29351401,Adventure,PG-13,0.0,Dramatization,Based on Real Life Events
1713,The Nut Job 2: Nutty by Nature,2016,40000000,57438389,17438389,Adventure,PG,1.0,Kids Fiction,Based on Fiction Book/Short Story
1725,Kubo and the Two Strings,2016,55000000,77548122,22548122,Adventure,PG,0.0,Fantasy,Original Screenplay
1727,Rock Dog,2016,60000000,24148488,-35851512,Adventure,PG,0.0,Kids Fiction,Original Screenplay
1730,Smurfs: The Lost Village,2016,60000000,197578586,137578586,Adventure,PG,1.0,Kids Fiction,Based on Comic/Graphic Novel
1733,Pete’s Dragon,2016,65000000,137768975,72768975,Adventure,PG,0.0,Kids Fiction,Remake
1735,The Lego Ninjago Movie,2016,70000000,122737201,52737201,Adventure,PG,0.0,Kids Fiction,Based on Toy
1736,Storks,2016,70000000,183353431,113353431,Adventure,PG,0.0,Kids Fiction,Original Screenplay
1738,Sing,2016,75000000,634454789,559454789,Adventure,PG,0.0,Kids Fiction,Original Screenplay
1740,The Lego Batman Movie,2016,80000000,310660018,230660018,Adventure,PG,1.0,Kids Fiction,Based on Toy
1743,Jumanji: Welcome to the Jungle,2016,90000000,964496193,874496193,Adventure,PG-13,1.0,Fantasy,Original Screenplay
1748,Ice Age: Collision Course,2016,105000000,402156682,297156682,Adventure,PG,1.0,Kids Fiction,Original Screenplay
1751,Miss Peregrine’s Home for Peculiar Children,2016,110000000,295986876,185986876,Adventure,PG-13,0.0,Fantasy,Based on Fiction Book/Short Story
1755,Trolls,2016,125000000,344072233,219072233,Adventure,PG,0.0,Kids Fiction,Based on Toy
1757,The Boss Baby,2016,125000000,510878762,385878762,Adventure,PG,0.0,Kids Fiction,Based on Fiction Book/Short Story
1759,The BFG,2016,140000000,199646680,59646680,Adventure,PG,0.0,Kids Fiction,Based on Fiction Book/Short Story
1766,Alice Through the Looking Glass,2016,170000000,276928112,106928112,Adventure,PG,1.0,Fantasy,Based on Fiction Book/Short Story
1767,King Arthur: Legend of the Sword,2016,175000000,139630336,-35369664,Adventure,PG-13,0.0,Fantasy,Based on Folk Tale/Legend/Fairytale
1770,Fantastic Beasts and Where to Find Them,2016,180000000,802402853,622402853,Adventure,PG-13,0.0,Fantasy,Spin-Off
1771,Kong: Skull Island,2016,185000000,561072059,376072059,Adventure,PG-13,0.0,Science Fiction,Original Screenplay
1772,Star Trek Beyond,2016,185000000,335802233,150802233,Adventure,PG-13,1.0,Science Fiction,Based on TV
1773,The Mummy,2016,195000000,409953905,214953905,Adventure,PG-13,0.0,Historical Fiction,Based on Folk Tale/Legend/Fairytale
1775,Rogue One: A Star Wars Story,2016,200000000,1049102856,849102856,Adventure,PG-13,0.0,Science Fiction,Spin-Off
1776,Pirates of the Caribbean: Dead Men Tell No Tales,2016,230000000,788241137,558241137,Adventure,PG-13,1.0,Fantasy,Based on Theme Park Ride
1783,Teen Titans Go! To The Movies,2017,10000000,51620593,41620593,Adventure,PG,0.0,Kids Fiction,Based on TV
1805,The Star,2017,20000000,62758010,42758010,Adventure,PG,0.0,Kids Fiction,Based on Religious Text
1842,Captain Underpants: The First Epic Movie,2017,38000000,126577874,88577874,Adventure,PG,0.0,Kids Fiction,Original Screenplay
1851,Peter Rabbit,2017,50000000,347136477,297136477,Adventure,PG,0.0,Kids Fiction,Based on Fiction Book/Short Story
1852,The Emoji Movie,2017,50000000,216568979,166568979,Adventure,PG,0.0,Kids Fiction,Original Screenplay
1853,Early Man,2017,50000000,45285890,-4714110,Adventure,PG,0.0,Kids Fiction,Original Screenplay
1857,Sherlock Gnomes,2017,59000000,87527651,28527651,Adventure,PG,1.0,Kids Fiction,Original Screenplay
1861,Hotel Transylvania 3: Summer Vacation,2017,65000000,528112687,463112687,Adventure,PG,1.0,Kids Fiction,Original Screenplay
1866,Despicable Me 3,2017,75000000,1034822373,959822373,Adventure,PG,1.0,Kids Fiction,Original Screenplay
1871,Bumblebee,2017,102000000,458447076,356447076,Adventure,PG-13,1.0,Science Fiction,Based on Toy
1872,A Wrinkle in Time,2017,103000000,133401882,30401882,Adventure,PG,0.0,Fantasy,Based on Fiction Book/Short Story
1875,Ferdinand,2017,111000000,289859163,178859163,Adventure,PG,0.0,Kids Fiction,Based on Fiction Book/Short Story
1879,Ready Player One,2017,150000000,579290136,429290136,Adventure,PG-13,0.0,Science Fiction,Based on Fiction Book/Short Story
1884,Cars 3,2017,175000000,383549151,208549151,Adventure,G,1.0,Kids Fiction,Original Screenplay
1888,Valerian and the City of a Thousand Planets,2017,180000000,215098356,35098356,Adventure,PG-13,0.0,Science Fiction,Based on Comic/Graphic Novel
1890,Incredibles 2,2017,200000000,1242532436,1042532436,Adventure,PG,1.0,Kids Fiction,Original Screenplay
1893,Solo: A Star Wars Story,2017,250000000,393151347,143151347,Adventure,PG-13,0.0,Science Fiction,Spin-Off
1896,Star Wars Ep. VIII: The Last Jedi,2017,317000000,1316721747,999721747,Adventure,PG-13,1.0,Science Fiction,Original Screenplay
1918,The Kid Who Would Be King,2018,59000000,26074053,-32925947,Adventure,PG,,Fantasy,Original Screenplay
1921,Christopher Robin,2018,75000000,197504758,122504758,Adventure,PG,0.0,Kids Fiction,Based on Fiction Book/Short Story
1922,Dr. Seuss’ The Grinch,2018,75000000,510657560,435657560,Adventure,PG,0.0,Kids Fiction,Based on Fiction Book/Short Story
1923,Smallfoot,2018,80000000,213693609,133693609,Adventure,PG,0.0,Kids Fiction,Based on Fiction Book/Short Story
1924,Spider-Man: Into The Spider-Verse 3D,2018,90000000,363979053,273979053,Adventure,PG,0.0,Super Hero,Based on Comic/Graphic Novel
1925,The LEGO Movie 2: The Second Part,2018,99000000,154076395,55076395,Adventure,PG,1.0,Kids Fiction,Based on Toy
1929,How to Train Your Dragon: The Hidden World,2018,129000000,381161242,252161242,Adventure,PG,1.0,Kids Fiction,Original Screenplay
1931,The Nutcracker and the Four Realms,2018,132900000,170293899,37393899,Adventure,PG,0.0,Fantasy,Based on Folk Tale/Legend/Fairytale
1933,Ralph Breaks The Internet,2018,175000000,519403998,344403998,Adventure,PG,1.0,Kids Fiction,Original Screenplay
1935,Fantastic Beasts: The Crimes of Grindelwald,2018,200000000,652220086,452220086,Adventure,PG-13,1.0,Fantasy,Spin-Off
